,ENA-FIRST-PUBLIC,ENA-LAST-UPDATE,External_Id,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Submitter_Id,collection_date,common_name,environment_(biome),environment_(feature),environment_(material),geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),geographic_location_(region_and_locality),investigation_type,project_name,sample_name,sequencing_method,sewage_type,wastewater_type,wastewater/sludge_environmental_package,rundate,experiment_id,SRA_id,isolate,host,isolation_source,env_broad_scale,env_local_scale,env_medium,geo_loc_name,lat_lon,source_uvig,virus_enrich_appr,ww_population,ww_sample_duration,ww_sample_matrix,ww_sample_type,collected_by,sequenced_by,BioSampleModel,purpose_of_ww_sampling,ww_sample_site,ww_surv_jurisdiction,ww_surv_system_sample_id,ww_processing_protocol,concentration_method,extraction_method,ww_surv_target_1,ww_surv_target_1_known_present,amplicon_PCR_primer_scheme,sample,fasta_file,collection_site_id,ww_population_source,extraction_control,ww_surv_target_1_conc,ww_surv_target_1_conc_unit,ww_surv_target_1_gene,ww_surv_target_1_protocol,ww_flow,enrichment_kit,amplicon_size,sequence_submitter_contact_email,raw_sequence_data_processing_method,collection_time,instantaneous_flow,collection_volume,ww_temperature,ww_ph,ww_industrial_effluent_percent,ww_total_suspended_solids,ww_pre_treatment,ww_surv_target_2,ww_surv_target_2_conc,ww_surv_target_2_conc_unit,ww_surv_target_2_gene,ww_surv_target_2_known_present,purpose_of_ww_sequencing,quality_control_method,quality_control_method_version,quality_control_determination,quality_control_issues,dehosting_method,ww_primary_sludge_retention_time,geo_loc_ENA,site id
SRR25665947,,,,,,,,,,2023-07-23,,,,,,,,,,GenomeTrakr; LFFM ww project,2PF00001_07232023,,,,,,SRR25665947,SRX21391614,,,wastewater,,,,USA: Ohio,,,,55000.0,24,raw wastewater,composite,Ohio Department of Health,The Ohio State University Infectious Diseases Institute,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,oh,2PF00001_07232023,,ceres nanotrap,qiagen allprep powerviral dna/rna kit,SARS-CoV-2,yes,ARTIC V4.1,,,OH0027332,utility provided information,bcov vaccine,22484.0,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,45345447.76,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0027332
SRR25665888,,,,,,,,,,2023-07-23,,,,,,,,,,GenomeTrakr; LFFM ww project,2PD00035_07232023,,,,,,SRR25665888,SRX21391673,,,wastewater,,,,USA: Ohio,,,,44680.0,24,raw wastewater,composite,Ohio Department of Health,The Ohio State University Infectious Diseases Institute,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,oh,2PD00035_07232023,,ceres nanotrap,qiagen allprep powerviral dna/rna kit,SARS-CoV-2,yes,ARTIC V4.1,,,OH0052914,utility provided information,bcov vaccine,32547.5,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,18638262.28,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0052914
SRR25665916,,,,,,,,,,2023-07-23,,,,,,,,,,GenomeTrakr; LFFM ww project,1PK00015001_07232023,,,,,,SRR25665916,SRX21391645,,,wastewater,,,,USA: Ohio,,,,83058.0,24,raw wastewater,composite,Ohio Department of Health,The Ohio State University Infectious Diseases Institute,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,oh,1PK00015001_07232023,,ceres nanotrap,qiagen allprep powerviral dna/rna kit,SARS-CoV-2,yes,ARTIC V4.1,,,OH0040983,utility provided information,bcov vaccine,77136.5,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,8392257.925,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0040983
SRR25665840,,,,,,,,,,2023-07-23,,,,,,,,,,GenomeTrakr; LFFM ww project,3PE00001_07232023,,,,,,SRR25665840,SRX21391699,,,wastewater,,,,USA: Ohio,,,,103379.0,24,raw wastewater,composite,Ohio Department of Health,The Ohio State University Infectious Diseases Institute,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,oh,3PE00001_07232023,,ceres nanotrap,qiagen allprep powerviral dna/rna kit,SARS-CoV-2,no,ARTIC V4.1,,,OH0024660,utility provided information,bcov vaccine,6500.0,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,100616245.2,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0024660
SRR25665943,,,,,,,,,,2023-07-23,,,,,,,,,,GenomeTrakr; LFFM ww project,2PK00000_07232023,,,,,,SRR25665943,SRX21391618,,,wastewater,,,,USA: Ohio,,,,195577.0,24,raw wastewater,composite,Ohio Department of Health,The Ohio State University Infectious Diseases Institute,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,oh,2PK00000_07232023,,ceres nanotrap,qiagen allprep powerviral dna/rna kit,SARS-CoV-2,yes,ARTIC V4.1,,,OH0034223,utility provided information,bcov vaccine,71074.0,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,79948275.42,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0034223
SRR25665955,,,,,,,,,,2023-07-23,,,,,,,,,,GenomeTrakr; LFFM ww project,2PD00008_07232023,,,,,,SRR25665955,SRX21391606,,,wastewater,,,,USA: Ohio,,,,42000.0,24,raw wastewater,composite,Ohio Department of Health,The Ohio State University Infectious Diseases Institute,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,oh,2PD00008_07232023,,ceres nanotrap,qiagen allprep powerviral dna/rna kit,SARS-CoV-2,no,ARTIC V4.1,,,OH0025135,utility provided information,bcov vaccine,12429.0,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,30037242.51,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0025135
SRR25665900,,,,,,,,,,2023-07-23,,,,,,,,,,GenomeTrakr; LFFM ww project,1PM00001602_07232023,,,,,,SRR25665900,SRX21391661,,,wastewater,,,,USA: Ohio,,,,566136.0,24,raw wastewater,composite,Ohio Department of Health,The Ohio State University Infectious Diseases Institute,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,oh,1PM00001602_07232023,,ceres nanotrap,qiagen allprep powerviral dna/rna kit,SARS-CoV-2,yes,ARTIC V4.1,,,OH0025461,utility provided information,bcov vaccine,18702.5,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,227540723.8,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0025461
SRR25665896,,,,,,,,,,2023-07-23,,,,,,,,,,GenomeTrakr; LFFM ww project,2PD00021_07232023,,,,,,SRR25665896,SRX21391665,,,wastewater,,,,USA: Ohio,,,,12362.0,24,raw wastewater,composite,Ohio Department of Health,The Ohio State University Infectious Diseases Institute,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,oh,2PD00021_07232023,,ceres nanotrap,qiagen allprep powerviral dna/rna kit,SARS-CoV-2,no,ARTIC V4.1,,,OH0052922,utility provided information,bcov vaccine,6500.0,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,7570823.568,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0052922
SRR25665954,,,,,,,,,,2023-07-23,,,,,,,,,,GenomeTrakr; LFFM ww project,2PE00001_07232023,,,,,,SRR25665954,SRX21391607,,,wastewater,,,,USA: Ohio,,,,52000.0,24,raw wastewater,composite,Ohio Department of Health,The Ohio State University Infectious Diseases Institute,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,oh,2PE00001_07232023,,ceres nanotrap,qiagen allprep powerviral dna/rna kit,SARS-CoV-2,no,ARTIC V4.1,,,OH0026328,utility provided information,bcov vaccine,9987.0,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,33387331.93,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0026328
SRR25665951,,,,,,,,,,2023-07-23,,,,,,,,,,GenomeTrakr; LFFM ww project,2PF00000_07232023,,,,,,SRR25665951,SRX21391610,,,wastewater,,,,USA: Ohio,,,,372208.0,24,raw wastewater,composite,Ohio Department of Health,The Ohio State University Infectious Diseases Institute,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,oh,2PF00000_07232023,,ceres nanotrap,qiagen allprep powerviral dna/rna kit,SARS-CoV-2,yes,ARTIC V4.1,,,OH0027740,utility provided information,bcov vaccine,16000.0,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,193813083.3,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0027740
SRR25665924,,,,,,,,,,2023-07-23,,,,,,,,,,GenomeTrakr; LFFM ww project,4PF00000601_07232023,,,,,,SRR25665924,SRX21391637,,,wastewater,,,,USA: Ohio,,,,645940.0,24,raw wastewater,composite,Ohio Department of Health,The Ohio State University Infectious Diseases Institute,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,oh,4PF00000601_07232023,,ceres nanotrap,qiagen allprep powerviral dna/rna kit,SARS-CoV-2,yes,ARTIC V4.1,,,OH0024732,utility provided information,bcov vaccine,28884.0,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,315703342.8,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0024732
SRR25665878,,,,,,,,,,2023-07-23,,,,,,,,,,GenomeTrakr; LFFM ww project,3PD00013_07232023,,,,,,SRR25665878,SRX21391683,,,wastewater,,,,USA: Ohio,,,,27000.0,24,raw wastewater,composite,Ohio Department of Health,The Ohio State University Infectious Diseases Institute,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,oh,3PD00013_07232023,,ceres nanotrap,qiagen allprep powerviral dna/rna kit,SARS-CoV-2,no,ARTIC V4.1,,,OH0028185,utility provided information,bcov vaccine,6500.0,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,16038789.73,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0028185
SRR25665866,,,,,,,,,,2023-07-23,,,,,,,,,,GenomeTrakr; LFFM ww project,3PE00000_07232023,,,,,,SRR25665866,SRX21391695,,,wastewater,,,,USA: Ohio,,,,85000.0,24,raw wastewater,composite,Ohio Department of Health,The Ohio State University Infectious Diseases Institute,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,oh,3PE00000_07232023,,ceres nanotrap,qiagen allprep powerviral dna/rna kit,SARS-CoV-2,yes,ARTIC V4.1,,,OH0024350,utility provided information,bcov vaccine,13221.0,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,71468574.48,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0024350
SRR25666008,,,,,,,,,,2023-07-23,,,,,,,,,,GenomeTrakr; LFFM ww project,4PB00009601_07232023,,,,,,SRR25666008,SRX21391553,,,wastewater,,,,USA: Ohio,,,,3300.0,24,raw wastewater,composite,Ohio Department of Health,The Ohio State University Infectious Diseases Institute,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,oh,4PB00009601_07232023,,ceres nanotrap,qiagen allprep powerviral dna/rna kit,SARS-CoV-2,yes,ARTIC V4.1,,,OH0020273,utility provided information,bcov vaccine,54189.5,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,2867070.885,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0020273
SRR25665932,,,,,,,,,,2023-07-23,,,,,,,,,,GenomeTrakr; LFFM ww project,4PE00001_07232023,,,,,,SRR25665932,SRX21391629,,,wastewater,,,,USA: Ohio,,,,45000.0,24,raw wastewater,composite,Ohio Department of Health,The Ohio State University Infectious Diseases Institute,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,oh,4PE00001_07232023,,ceres nanotrap,qiagen allprep powerviral dna/rna kit,SARS-CoV-2,no,ARTIC V4.1,,,OH0026671,utility provided information,bcov vaccine,6500.0,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,21879680.11,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0026671
SRR25665992,,,,,,,,,,2023-07-23,,,,,,,,,,GenomeTrakr; LFFM ww project,1PE00002_07232023,,,,,,SRR25665992,SRX21391569,,,wastewater,,,,USA: Ohio,,,,65000.0,24,raw wastewater,composite,Ohio Department of Health,The Ohio State University Infectious Diseases Institute,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,oh,1PE00002_07232023,,ceres nanotrap,qiagen allprep powerviral dna/rna kit,SARS-CoV-2,yes,ARTIC V4.1,,,OH0025445,utility provided information,bcov vaccine,32926.0,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,24275845.77,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0025445
SRR25665892,,,,,,,,,,2023-07-23,,,,,,,,,,GenomeTrakr; LFFM ww project,2PD00024_07232023,,,,,,SRR25665892,SRX21391669,,,wastewater,,,,USA: Ohio,,,,17000.0,24,raw wastewater,composite,Ohio Department of Health,The Ohio State University Infectious Diseases Institute,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,oh,2PD00024_07232023,,ceres nanotrap,qiagen allprep powerviral dna/rna kit,SARS-CoV-2,yes,ARTIC V4.1,,,OH0052604,utility provided information,bcov vaccine,22315.5,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,5488847.087,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0052604
SRR25665912,,,,,,,,,,2023-07-23,,,,,,,,,,GenomeTrakr; LFFM ww project,1PL00000601_07232023,,,,,,SRR25665912,SRX21391649,,,wastewater,,,,USA: Ohio,,,,200666.0,24,raw wastewater,composite,Ohio Department of Health,The Ohio State University Infectious Diseases Institute,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,oh,1PL00000601_07232023,,ceres nanotrap,qiagen allprep powerviral dna/rna kit,SARS-CoV-2,yes,ARTIC V4.1,,,OH0025453,utility provided information,bcov vaccine,49052.5,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,88919322.81,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0025453
SRR25666049,,,,,,,,,,2023-07-23,,,,,,,,,,GenomeTrakr; LFFM ww project,1PC00001601_07232023,,,,,,SRR25666049,SRX21391512,,,wastewater,,,,USA: Ohio,,,,8400.0,24,raw wastewater,composite,Ohio Department of Health,The Ohio State University Infectious Diseases Institute,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,oh,1PC00001601_07232023,,ceres nanotrap,qiagen allprep powerviral dna/rna kit,SARS-CoV-2,no,ARTIC V4.1,,,OH0020907,utility provided information,bcov vaccine,6500.0,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,2649788.249,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0020907
SRR25666053,,,,,,,,,,2023-07-23,,,,,,,,,,GenomeTrakr; LFFM ww project,0PQ00000_07232023,,,,,,SRR25666053,SRX21391508,,,wastewater,,,,USA: Ohio,,,,13169.0,24,raw wastewater,composite,Ohio Department of Health,The Ohio State University Infectious Diseases Institute,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,oh,0PQ00000_07232023,,ceres nanotrap,qiagen allprep powerviral dna/rna kit,SARS-CoV-2,yes,ARTIC V4.1,,,OH0049999,utility provided information,bcov vaccine,18997.5,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,9690654.167,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0049999
SRR25665899,,,,,,,,,,2023-07-17,,,,,,,,,,GenomeTrakr; LFFM ww project,2PA00014_07172023,,,,,,SRR25665899,SRX21391662,,,wastewater,,,,USA: Ohio,,,,1047.0,0,raw wastewater,grab,Ohio Department of Health,The Ohio State University Infectious Diseases Institute,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,oh,2PA00014_07172023,,ceres nanotrap,qiagen allprep powerviral dna/rna kit,SARS-CoV-2,yes,ARTIC V4.1,,,OH0029394,utility provided information,bcov vaccine,16934.0,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,351740.463,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0029394
SRR25665874,,,,,,,,,,2023-07-17,,,,,,,,,,GenomeTrakr; LFFM ww project,3PD00031_07172023,,,,,,SRR25665874,SRX21391687,,,wastewater,,,,USA: Ohio,,,,29000.0,24,raw wastewater,composite,Ohio Department of Health,The Ohio State University Infectious Diseases Institute,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,oh,3PD00031_07172023,,ceres nanotrap,qiagen allprep powerviral dna/rna kit,SARS-CoV-2,yes,ARTIC V4.1,,,OH0025917,utility provided information,bcov vaccine,82105.0,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,8108352.041,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0025917
SRR25665905,,,,,,,,,,2023-07-17,,,,,,,,,,GenomeTrakr; LFFM ww project,1PL00002_07172023,,,,,,SRR25665905,SRX21391656,,,wastewater,,,,USA: Ohio,,,,113629.0,24,raw wastewater,composite,Ohio Department of Health,The Ohio State University Infectious Diseases Institute,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,oh,1PL00002_07172023,,ceres nanotrap,qiagen allprep powerviral dna/rna kit,SARS-CoV-2,yes,ARTIC V4.1,,,OH0026638,utility provided information,bcov vaccine,19831.5,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,49361769.66,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0026638
SRR25665909,,,,,,,,,,2023-07-17,,,,,,,,,,GenomeTrakr; LFFM ww project,1PL00001_07172023,,,,,,SRR25665909,SRX21391652,,,wastewater,,,,USA: Ohio,,,,78509.0,24,raw wastewater,composite,Ohio Department of Health,The Ohio State University Infectious Diseases Institute,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,oh,1PL00001_07172023,,ceres nanotrap,qiagen allprep powerviral dna/rna kit,SARS-CoV-2,no,ARTIC V4.1,,,OH0026590,utility provided information,bcov vaccine,9987.0,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,25479606.72,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0026590
SRR25665948,,,,,,,,,,2023-07-16,,,,,,,,,,GenomeTrakr; LFFM ww project,2PF00001_07162023,,,,,,SRR25665948,SRX21391613,,,wastewater,,,,USA: Ohio,,,,55000.0,24,raw wastewater,composite,Ohio Department of Health,The Ohio State University Infectious Diseases Institute,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,oh,2PF00001_07162023,,ceres nanotrap,qiagen allprep powerviral dna/rna kit,SARS-CoV-2,no,ARTIC V4.1,,,OH0027332,utility provided information,bcov vaccine,6500.0,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,69855989.06,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0027332
SRR25665956,,,,,,,,,,2023-07-16,,,,,,,,,,GenomeTrakr; LFFM ww project,2PD00008_07162023,,,,,,SRR25665956,SRX21391605,,,wastewater,,,,USA: Ohio,,,,42000.0,24,raw wastewater,composite,Ohio Department of Health,The Ohio State University Infectious Diseases Institute,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,oh,2PD00008_07162023,,ceres nanotrap,qiagen allprep powerviral dna/rna kit,SARS-CoV-2,no,ARTIC V4.1,,,OH0025135,utility provided information,bcov vaccine,10239.5,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,13513920.07,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0025135
SRR25665885,,,,,,,,,,2023-07-16,,,,,,,,,,GenomeTrakr; LFFM ww project,2PD00039_07162023,,,,,,SRR25665885,SRX21391676,,,wastewater,,,,USA: Ohio,,,,6700.0,24,raw wastewater,composite,Ohio Department of Health,The Ohio State University Infectious Diseases Institute,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,oh,2PD00039_07162023,,ceres nanotrap,qiagen allprep powerviral dna/rna kit,SARS-CoV-2,no,ARTIC V4.1,,,OH0020001,utility provided information,bcov vaccine,12050.0,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,4410004.728,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0020001
SRR25665871,,,,,,,,,,2023-07-16,,,,,,,,,,GenomeTrakr; LFFM ww project,3PD00034_07162023,,,,,,SRR25665871,SRX21391690,,,wastewater,,,,USA: Ohio,,,,54500.0,24,raw wastewater,composite,Ohio Department of Health,The Ohio State University Infectious Diseases Institute,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,oh,3PD00034_07162023,,ceres nanotrap,qiagen allprep powerviral dna/rna kit,SARS-CoV-2,no,ARTIC V4.1,,,OH0025003,utility provided information,bcov vaccine,12429.0,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,22614050,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0025003
SRR25665938,,,,,,,,,,2023-07-16,,,,,,,,,,GenomeTrakr; LFFM ww project,3PD00002_07162023,,,,,,SRR25665938,SRX21391623,,,wastewater,,,,USA: Ohio,,,,12000.0,24,raw wastewater,composite,Ohio Department of Health,The Ohio State University Infectious Diseases Institute,SARS-CoV-2: wastewater surveillance,public health surveillance community-level,wastewater treatment plant,oh,3PD00002_07162023,,ceres nanotrap,qiagen allprep powerviral dna/rna kit,SARS-CoV-2,no,ARTIC V4.1,,,OH0024767,utility provided information,bcov vaccine,6500.0,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,7267990.625,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0024767
